id locations airCompanies airline bct fn positions classify
3207 SHA GS PEK-LIS -1 JD460 -1 5bd679b94f3d78d1f73de5be
3208 SHA GS PEK-LIS -1 JD459 -1 5bd679b94f3d78d1f73de5be
3209 ES AC PEK-LIS -1 JD460 -1 5bd7cb39b0801871ba95a665
3210 ES AC PEK-LIS -1 JD459 -1 5bd7cb39b0801871ba95a665
3211 ES MU PEK-LIS -1 JD460 -1 5bd7cb39b0801871ba95a665
3212 ES MU PEK-LIS -1 JD459 -1 5bd7cb39b0801871ba95a665
3213 ES HA PEK-LIS -1 JD460 -1 5bd7cb39b0801871ba95a665
3214 ES HA PEK-LIS -1 JD459 -1 5bd7cb39b0801871ba95a665
3215 ES JD PEK-LIS -1 JD460 -1 5bd7cb39b0801871ba95a665
3216 ES JD PEK-LIS -1 JD459 -1 5bd7cb39b0801871ba95a665
3217 ES OZ PEK-LIS -1 JD460 -1 5bd7cb39b0801871ba95a665
3218 ES OZ PEK-LIS -1 JD459 -1 5bd7cb39b0801871ba95a665
3219 ES GS PEK-LIS -1 JD460 -1 5bd7cb39b0801871ba95a665
3220 ES GS PEK-LIS -1 JD459 -1 5bd7cb39b0801871ba95a665
3221 TYO AC PEK-LIS -1 JD460 -1 5bd679b94f3d78d1f73de5bd
3222 TYO AC PEK-LIS -1 JD459 -1 5bd679b94f3d78d1f73de5bd
3223 TYO MU PEK-LIS -1 JD460 -1 5bd679b94f3d78d1f73de5bd
3224 TYO MU PEK-LIS -1 JD459 -1 5bd679b94f3d78d1f73de5bd
3225 TYO HA PEK-LIS -1 JD460 -1 5bd679b94f3d78d1f73de5bd
3226 TYO HA PEK-LIS -1 JD459 -1 5bd679b94f3d78d1f73de5bd
3227 TYO JD PEK-LIS -1 JD460 -1 5bd679b94f3d78d1f73de5bd
3228 TYO JD PEK-LIS -1 JD459 -1 5bd679b94f3d78d1f73de5bd
3229 TYO OZ PEK-LIS -1 JD460 -1 5bd679b94f3d78d1f73de5bd
3230 TYO OZ PEK-LIS -1 JD459 -1 5bd679b94f3d78d1f73de5bd
3231 TYO GS PEK-LIS -1 JD460 -1 5bd679b94f3d78d1f73de5bd
3232 TYO GS PEK-LIS -1 JD459 -1 5bd679b94f3d78d1f73de5bd
3233 BKK AC PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3234 BKK AC PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3235 BKK MU PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3236 BKK MU PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3237 BKK HA PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3238 BKK HA PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3239 BKK JD PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3240 BKK JD PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3241 BKK OZ PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3242 BKK OZ PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3243 BKK GS PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3244 BKK GS PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3245 DMK AC PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3246 DMK AC PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3247 DMK MU PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3248 DMK MU PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3249 DMK HA PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3250 DMK HA PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3251 DMK JD PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3252 DMK JD PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3253 DMK OZ PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3254 DMK OZ PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3255 DMK GS PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3256 DMK GS PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3257 HKT AC PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3258 HKT AC PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3259 HKT MU PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3260 HKT MU PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3261 HKT HA PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3262 HKT HA PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3263 HKT JD PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3264 HKT JD PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3265 HKT OZ PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3266 HKT OZ PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3267 HKT GS PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3268 HKT GS PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3269 CNX AC PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3270 CNX AC PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3271 CNX MU PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3272 CNX MU PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3273 CNX HA PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3274 CNX HA PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3275 CNX JD PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3276 CNX JD PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3277 CNX OZ PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3278 CNX OZ PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3279 CNX GS PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3280 CNX GS PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3281 CNX AC PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3282 CNX AC PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3283 CNX MU PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3284 CNX MU PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3285 CNX HA PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3286 CNX HA PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3287 CNX JD PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3288 CNX JD PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3289 CNX OZ PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3290 CNX OZ PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3291 CNX GS PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3292 CNX GS PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3293 BAO AC PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3294 BAO AC PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3295 BAO MU PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3296 BAO MU PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3297 BAO HA PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3298 BAO HA PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3299 BAO JD PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3300 BAO JD PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3301 BAO OZ PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3302 BAO OZ PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3303 BAO GS PEK-LIS -1 JD460 -1 5b73911e4f3d78d1f73c155b
3304 BAO GS PEK-LIS -1 JD459 -1 5b73911e4f3d78d1f73c155b
3305 LHR AC PEK-LIS -1 JD460 -1 5bd2c5f14f3d78d1f73dd3ef
3306 LHR AC PEK-LIS -1 JD459 -1 5bd2c5f14f3d78d1f73dd3ef
3307 LHR MU PEK-LIS -1 JD460 -1 5bd2c5f14f3d78d1f73dd3ef
3308 LHR MU PEK-LIS -1 JD459 -1 5bd2c5f14f3d78d1f73dd3ef
3309 LHR HA PEK-LIS -1 JD460 -1 5bd2c5f14f3d78d1f73dd3ef
3310 LHR HA PEK-LIS -1 JD459 -1 5bd2c5f14f3d78d1f73dd3ef
3311 LHR JD PEK-LIS -1 JD460 -1 5bd2c5f14f3d78d1f73dd3ef
3312 LHR JD PEK-LIS -1 JD459 -1 5bd2c5f14f3d78d1f73dd3ef
3313 LHR OZ PEK-LIS -1 JD460 -1 5bd2c5f14f3d78d1f73dd3ef
3314 LHR OZ PEK-LIS -1 JD459 -1 5bd2c5f14f3d78d1f73dd3ef
3315 LHR GS PEK-LIS -1 JD460 -1 5bd2c5f14f3d78d1f73dd3ef
3316 LHR GS PEK-LIS -1 JD459 -1 5bd2c5f14f3d78d1f73dd3ef
3317 PEK AC PEK-LIS -1 JD460 -1 5bd981e038b7e621ea705a7b
3318 PEK AC PEK-LIS -1 JD459 -1 5bd981e038b7e621ea705a7b
3319 PEK MU PEK-LIS -1 JD460 -1 5bd981e038b7e621ea705a7b
3320 PEK MU PEK-LIS -1 JD459 -1 5bd981e038b7e621ea705a7b
3321 PEK HA PEK-LIS -1 JD460 -1 5bd981e038b7e621ea705a7b
3322 PEK HA PEK-LIS -1 JD459 -1 5bd981e038b7e621ea705a7b
3323 PEK JD PEK-LIS -1 JD460 -1 5bd981e038b7e621ea705a7b
3324 PEK JD PEK-LIS -1 JD459 -1 5bd981e038b7e621ea705a7b
3325 PEK OZ PEK-LIS -1 JD460 -1 5bd981e038b7e621ea705a7b
3326 PEK OZ PEK-LIS -1 JD459 -1 5bd981e038b7e621ea705a7b
3327 PEK GS PEK-LIS -1 JD460 -1 5bd981e038b7e621ea705a7b
3328 PEK GS PEK-LIS -1 JD459 -1 5bd981e038b7e621ea705a7b
3329 DXB AC PEK-LIS -1 JD460 -1 5bd27a7f4f3d78d1f73dd27b
3330 DXB AC PEK-LIS -1 JD459 -1 5bd27a7f4f3d78d1f73dd27b
3331 DXB MU PEK-LIS -1 JD460 -1 5bd27a7f4f3d78d1f73dd27b
3332 DXB MU PEK-LIS -1 JD459 -1 5bd27a7f4f3d78d1f73dd27b
3333 DXB HA PEK-LIS -1 JD460 -1 5bd27a7f4f3d78d1f73dd27b
3334 DXB HA PEK-LIS -1 JD459 -1 5bd27a7f4f3d78d1f73dd27b
3335 DXB JD PEK-LIS -1 JD460 -1 5bd27a7f4f3d78d1f73dd27b
3336 DXB JD PEK-LIS -1 JD459 -1 5bd27a7f4f3d78d1f73dd27b
3337 DXB OZ PEK-LIS -1 JD460 -1 5bd27a7f4f3d78d1f73dd27b
3338 DXB OZ PEK-LIS -1 JD459 -1 5bd27a7f4f3d78d1f73dd27b
3339 DXB GS PEK-LIS -1 JD460 -1 5bd27a7f4f3d78d1f73dd27b
3340 DXB GS PEK-LIS -1 JD459 -1 5bd27a7f4f3d78d1f73dd27b
3341 FRA AC PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3342 FRA AC PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3343 FRA MU PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3344 FRA MU PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3345 FRA HA PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3346 FRA HA PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3347 FRA JD PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3348 FRA JD PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3349 FRA OZ PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3350 FRA OZ PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3351 FRA GS PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3352 FRA GS PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3353 HHN AC PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3354 HHN AC PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3355 HHN MU PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3356 HHN MU PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3357 HHN HA PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3358 HHN HA PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3359 HHN JD PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3360 HHN JD PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3361 HHN OZ PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3362 HHN OZ PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3363 HHN GS PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3364 HHN GS PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3365 MUC AC PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3366 MUC AC PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3367 MUC MU PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3368 MUC MU PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3369 MUC HA PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3370 MUC HA PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3371 MUC JD PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3372 MUC JD PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3373 MUC OZ PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3374 MUC OZ PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3375 MUC GS PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3376 MUC GS PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3377 MCO AC PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3378 MCO AC PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3379 MCO MU PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3380 MCO MU PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3381 MCO HA PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3382 MCO HA PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3383 MCO JD PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3384 MCO JD PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3385 MCO OZ PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3386 MCO OZ PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3387 MCO GS PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3388 MCO GS PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3389 AAH AC PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3390 AAH AC PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3391 AAH MU PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3392 AAH MU PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3393 AAH HA PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3394 AAH HA PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3395 AAH JD PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3396 AAH JD PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3397 AAH OZ PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3398 AAH OZ PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3399 AAH GS PEK-LIS -1 JD460 -1 5b8cfd734f3d78d1f73c419b
3400 AAH GS PEK-LIS -1 JD459 -1 5b8cfd734f3d78d1f73c419b
3401 KMG AC PEK-LIS -1 JD460 -1 5bd7f96b4f3d78d1f73dee51
3402 KMG AC PEK-LIS -1 JD459 -1 5bd7f96b4f3d78d1f73dee51
3403 KMG MU PEK-LIS -1 JD460 -1 5bd7f96b4f3d78d1f73dee51
3404 KMG MU PEK-LIS -1 JD459 -1 5bd7f96b4f3d78d1f73dee51
3405 KMG HA PEK-LIS -1 JD460 -1 5bd7f96b4f3d78d1f73dee51
3406 KMG HA PEK-LIS -1 JD459 -1 5bd7f96b4f3d78d1f73dee51
3407 KMG JD PEK-LIS -1 JD460 -1 5bd7f96b4f3d78d1f73dee51
3408 KMG JD PEK-LIS -1 JD459 -1 5bd7f96b4f3d78d1f73dee51
3409 KMG OZ PEK-LIS -1 JD460 -1 5bd7f96b4f3d78d1f73dee51
3410 KMG OZ PEK-LIS -1 JD459 -1 5bd7f96b4f3d78d1f73dee51
3411 KMG GS PEK-LIS -1 JD460 -1 5bd7f96b4f3d78d1f73dee51
3412 KMG GS PEK-LIS -1 JD459 -1 5bd7f96b4f3d78d1f73dee51
3413 KMG AC PEK-LIS -1 JD460 -1 5be017964f3d78d1f740c852
3414 KMG AC PEK-LIS -1 JD459 -1 5be017964f3d78d1f740c852
3415 KMG MU PEK-LIS -1 JD460 -1 5be017964f3d78d1f740c852
3416 KMG MU PEK-LIS -1 JD459 -1 5be017964f3d78d1f740c852
3417 KMG HA PEK-LIS -1 JD460 -1 5be017964f3d78d1f740c852
3418 KMG HA PEK-LIS -1 JD459 -1 5be017964f3d78d1f740c852
3419 KMG JD PEK-LIS -1 JD460 -1 5be017964f3d78d1f740c852
3420 KMG JD PEK-LIS -1 JD459 -1 5be017964f3d78d1f740c852
3421 KMG OZ PEK-LIS -1 JD460 -1 5be017964f3d78d1f740c852
3422 KMG OZ PEK-LIS -1 JD459 -1 5be017964f3d78d1f740c852
3423 KMG GS PEK-LIS -1 JD460 -1 5be017964f3d78d1f740c852
3424 KMG GS PEK-LIS -1 JD459 -1 5be017964f3d78d1f740c852
3425 NKG AC PEK-LIS -1 JD460 -1 5b91fc894f3d78d1f73c4879
3426 NKG AC PEK-LIS -1 JD459 -1 5b91fc894f3d78d1f73c4879
3427 NKG MU PEK-LIS -1 JD460 -1 5b91fc894f3d78d1f73c4879
3428 NKG MU PEK-LIS -1 JD459 -1 5b91fc894f3d78d1f73c4879
3429 NKG HA PEK-LIS -1 JD460 -1 5b91fc894f3d78d1f73c4879
3430 NKG HA PEK-LIS -1 JD459 -1 5b91fc894f3d78d1f73c4879
3431 NKG JD PEK-LIS -1 JD460 -1 5b91fc894f3d78d1f73c4879
3432 NKG JD PEK-LIS -1 JD459 -1 5b91fc894f3d78d1f73c4879
3433 NKG OZ PEK-LIS -1 JD460 -1 5b91fc894f3d78d1f73c4879
3434 NKG OZ PEK-LIS -1 JD459 -1 5b91fc894f3d78d1f73c4879
3435 NKG GS PEK-LIS -1 JD460 -1 5b91fc894f3d78d1f73c4879
3436 NKG GS PEK-LIS -1 JD459 -1 5b91fc894f3d78d1f73c4879
3437 AJB AC PEK-LIS -1 JD460 -1 5bd7ce114f3d78d1f73ded14
3438 AJB AC PEK-LIS -1 JD459 -1 5bd7ce114f3d78d1f73ded14
3439 AJB MU PEK-LIS -1 JD460 -1 5bd7ce114f3d78d1f73ded14
3440 AJB MU PEK-LIS -1 JD459 -1 5bd7ce114f3d78d1f73ded14
3441 AJB HA PEK-LIS -1 JD460 -1 5bd7ce114f3d78d1f73ded14
3442 AJB HA PEK-LIS -1 JD459 -1 5bd7ce114f3d78d1f73ded14
3443 AJB JD PEK-LIS -1 JD460 -1 5bd7ce114f3d78d1f73ded14
3444 AJB JD PEK-LIS -1 JD459 -1 5bd7ce114f3d78d1f73ded14
3445 AJB OZ PEK-LIS -1 JD460 -1 5bd7ce114f3d78d1f73ded14
3446 AJB OZ PEK-LIS -1 JD459 -1 5bd7ce114f3d78d1f73ded14
3447 AJB GS PEK-LIS -1 JD460 -1 5bd7ce114f3d78d1f73ded14
3448 AJB GS PEK-LIS -1 JD459 -1 5bd7ce114f3d78d1f73ded14
3449 AGD AC PEK-LIS -1 JD460 -1 5bc2ab1e4f3d78d1f73d80ee
3450 AGD AC PEK-LIS -1 JD459 -1 5bc2ab1e4f3d78d1f73d80ee
3451 AGD MU PEK-LIS -1 JD460 -1 5bc2ab1e4f3d78d1f73d80ee
3452 AGD MU PEK-LIS -1 JD459 -1 5bc2ab1e4f3d78d1f73d80ee
3453 AGD HA PEK-LIS -1 JD460 -1 5bc2ab1e4f3d78d1f73d80ee
3454 AGD HA PEK-LIS -1 JD459 -1 5bc2ab1e4f3d78d1f73d80ee
3455 AGD JD PEK-LIS -1 JD460 -1 5bc2ab1e4f3d78d1f73d80ee
3456 AGD JD PEK-LIS -1 JD459 -1 5bc2ab1e4f3d78d1f73d80ee
3457 AGD OZ PEK-LIS -1 JD460 -1 5bc2ab1e4f3d78d1f73d80ee
3458 AGD OZ PEK-LIS -1 JD459 -1 5bc2ab1e4f3d78d1f73d80ee
3459 AGD GS PEK-LIS -1 JD460 -1 5bc2ab1e4f3d78d1f73d80ee
3460 AGD GS PEK-LIS -1 JD459 -1 5bc2ab1e4f3d78d1f73d80ee
3461 UYN AC PEK-LIS -1 JD460 -1 5bcfae914f3d78d1f73dc292
3462 UYN AC PEK-LIS -1 JD459 -1 5bcfae914f3d78d1f73dc292
3463 UYN MU PEK-LIS -1 JD460 -1 5bcfae914f3d78d1f73dc292
3464 UYN MU PEK-LIS -1 JD459 -1 5bcfae914f3d78d1f73dc292
3465 UYN HA PEK-LIS -1 JD460 -1 5bcfae914f3d78d1f73dc292
3466 UYN HA PEK-LIS -1 JD459 -1 5bcfae914f3d78d1f73dc292
3467 UYN JD PEK-LIS -1 JD460 -1 5bcfae914f3d78d1f73dc292
3468 UYN JD PEK-LIS -1 JD459 -1 5bcfae914f3d78d1f73dc292
3469 UYN OZ PEK-LIS -1 JD460 -1 5bcfae914f3d78d1f73dc292
3470 UYN OZ PEK-LIS -1 JD459 -1 5bcfae914f3d78d1f73dc292
3471 UYN GS PEK-LIS -1 JD460 -1 5bcfae914f3d78d1f73dc292
3472 UYN GS PEK-LIS -1 JD459 -1 5bcfae914f3d78d1f73dc292
3473 LON AC PEK-LIS -1 JD460 -1 5bd7c0014f3d78d1f73decb9
3474 LON AC PEK-LIS -1 JD459 -1 5bd7c0014f3d78d1f73decb9
3475 LON MU PEK-LIS -1 JD460 -1 5bd7c0014f3d78d1f73decb9
3476 LON MU PEK-LIS -1 JD459 -1 5bd7c0014f3d78d1f73decb9
3477 LON HA PEK-LIS -1 JD460 -1 5bd7c0014f3d78d1f73decb9
3478 LON HA PEK-LIS -1 JD459 -1 5bd7c0014f3d78d1f73decb9
3479 LON JD PEK-LIS -1 JD460 -1 5bd7c0014f3d78d1f73decb9
3480 LON JD PEK-LIS -1 JD459 -1 5bd7c0014f3d78d1f73decb9
3481 LON OZ PEK-LIS -1 JD460 -1 5bd7c0014f3d78d1f73decb9
3482 LON OZ PEK-LIS -1 JD459 -1 5bd7c0014f3d78d1f73decb9
3483 LON GS PEK-LIS -1 JD460 -1 5bd7c0014f3d78d1f73decb9
3484 LON GS PEK-LIS -1 JD459 -1 5bd7c0014f3d78d1f73decb9
3485 WUH AC PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3486 WUH AC PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3487 WUH MU PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3488 WUH MU PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3489 WUH HA PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3490 WUH HA PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3491 WUH JD PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3492 WUH JD PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3493 WUH OZ PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3494 WUH OZ PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3495 WUH GS PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3496 WUH GS PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3497 ENH AC PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3498 ENH AC PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3499 ENH MU PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3500 ENH MU PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3501 ENH HA PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3502 ENH HA PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3503 ENH JD PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3504 ENH JD PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3505 ENH OZ PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3506 ENH OZ PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3507 ENH GS PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3508 ENH GS PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3509 HPG AC PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3510 HPG AC PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3511 HPG MU PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3512 HPG MU PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3513 HPG HA PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3514 HPG HA PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3515 HPG JD PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3516 HPG JD PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3517 HPG OZ PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3518 HPG OZ PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3519 HPG GS PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3520 HPG GS PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
3521 WDS AC PEK-LIS -1 JD460 -1 5b7b9a4b4f3d78d1f73c2c63
3522 WDS AC PEK-LIS -1 JD459 -1 5b7b9a4b4f3d78d1f73c2c63
