beforeDepartHour duringMinutes arrWeather depCountryCode arrCountryCode classify
2~6 300~600 雨 CN CN 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雨 CN JP 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雨 CN KR 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雨 CN US 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雨 CN  * 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雨 CN CN 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雨  * JP 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雨  * KR 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雨  * US 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雨  *  * 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雨  * CN 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雨  * JP 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雨  * KR 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雨  * US 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雨  *  * 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雨  * CN 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雨  * JP 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雨  * KR 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雨  * US 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雨  *  * 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雨  * CN 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雪 CN JP 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雪 CN KR 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雪 CN US 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雪 CN  * 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雪 CN JP 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雪 CN KR 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雪 CN US 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雪 CN  * 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雪 CN CN 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雪 CN JP 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雪 CN KR 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雪 CN US 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雪 CN  * 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雪 CN CN 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雪  * JP 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雪  * KR 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雪  * US 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雪  *  * 5bffaec57ad3af4fc98e0cfc
2~6 1~300 雪  * CN 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雪  * JP 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雪  * KR 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雪  * US 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雪  *  * 5bffaec57ad3af4fc98e0cfc
2~6 300~600 雪  * CN 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雪  * JP 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雪  * KR 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雪  * US 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雪  *  * 5bffaec57ad3af4fc98e0cfc
2~6 600~999 雪  * CN 5bffaec57ad3af4fc98e0cfc
6~144 1~300  * CN JP 5bffaec57ad3af4fc98e0cfc
6~144 1~300  * CN KR 5bffaec57ad3af4fc98e0cfc
6~144 1~300  * CN US 5bffaec57ad3af4fc98e0cfc
6~144 1~300  * CN  * 5bffaec57ad3af4fc98e0cfc
6~144 1~300  * CN CN 5bffaec57ad3af4fc98e0cfc
6~144 300~600  * CN JP 5bffaec57ad3af4fc98e0cfc
6~144 300~600  * CN KR 5bffaec57ad3af4fc98e0cfc
6~144 300~600  * CN US 5bffaec57ad3af4fc98e0cfc
6~144 300~600  * CN  * 5bffaec57ad3af4fc98e0cfc
6~144 300~600  * CN CN 5bffaec57ad3af4fc98e0cfc
6~144 600~999  * CN JP 5bffaec57ad3af4fc98e0cfc
6~144 600~999  * CN KR 5bffaec57ad3af4fc98e0cfc
6~144 600~999  * CN US 5bffaec57ad3af4fc98e0cfc
6~144 600~999  * CN  * 5bffaec57ad3af4fc98e0cfc
6~144 600~999  * CN CN 5bffaec57ad3af4fc98e0cfc
6~144 1~300  *  * JP 5bffaec57ad3af4fc98e0cfc
6~144 1~300  *  * KR 5bffaec57ad3af4fc98e0cfc
6~144 1~300  *  * US 5bffaec57ad3af4fc98e0cfc
6~144 1~300  *  *  * 5bffaec57ad3af4fc98e0cfc
6~144 1~300  *  * CN 5bffaec57ad3af4fc98e0cfc
6~144 300~600  *  * JP 5bffaec57ad3af4fc98e0cfc
6~144 300~600  *  * KR 5bffaec57ad3af4fc98e0cfc
6~144 300~600  *  * US 5bffaec57ad3af4fc98e0cfc
6~144 300~600  *  *  * 5bffaec57ad3af4fc98e0cfc
6~144 300~600  *  * CN 5bffaec57ad3af4fc98e0cfc
6~144 600~999  *  * JP 5bffaec57ad3af4fc98e0cfc
6~144 600~999  *  * KR 5bffaec57ad3af4fc98e0cfc
6~144 600~999  *  * US 5bffaec57ad3af4fc98e0cfc
6~144 600~999  *  *  * 5bffaec57ad3af4fc98e0cfc
6~144 600~999  *  * CN 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雨 CN JP 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雨 CN KR 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雨 CN US 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雨 CN  * 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雨 CN CN 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雨 CN JP 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雨 CN KR 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雨 CN US 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雨 CN  * 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雨 CN CN 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雨 CN JP 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雨 CN KR 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雨 CN US 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雨 CN  * 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雨 CN CN 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雨  * JP 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雨  * KR 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雨  * US 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雨  *  * 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雨  * CN 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雨  * JP 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雨  * KR 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雨  * US 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雨  *  * 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雨  * CN 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雨  * JP 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雨  * KR 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雨  * US 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雨  *  * 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雨  * CN 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雪 CN JP 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雪 CN KR 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雪 CN US 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雪 CN  * 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雪 CN JP 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雪 CN KR 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雪 CN US 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雪 CN  * 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雪 CN CN 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雪 CN JP 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雪 CN KR 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雪 CN US 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雪 CN  * 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雪 CN CN 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雪  * JP 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雪  * KR 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雪  * US 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雪  *  * 5bffaec57ad3af4fc98e0cfc
6~144 1~300 雪  * CN 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雪  * JP 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雪  * KR 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雪  * US 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雪  *  * 5bffaec57ad3af4fc98e0cfc
6~144 300~600 雪  * CN 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雪  * JP 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雪  * KR 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雪  * US 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雪  *  * 5bffaec57ad3af4fc98e0cfc
6~144 600~999 雪  * CN 5bffaec57ad3af4fc98e0cfc
144~99999 1~300  * CN JP 5bffaec57ad3af4fc98e0cfc
144~99999 1~300  * CN KR 5bffaec57ad3af4fc98e0cfc
144~99999 1~300  * CN US 5bffaec57ad3af4fc98e0cfc
144~99999 1~300  * CN  * 5bffaec57ad3af4fc98e0cfc
144~99999 1~300  * CN CN 5bffaec57ad3af4fc98e0cfc
144~99999 300~600  * CN JP 5bffaec57ad3af4fc98e0cfc
144~99999 300~600  * CN KR 5bffaec57ad3af4fc98e0cfc
144~99999 300~600  * CN US 5bffaec57ad3af4fc98e0cfc
144~99999 300~600  * CN  * 5bffaec57ad3af4fc98e0cfc
144~99999 300~600  * CN CN 5bffaec57ad3af4fc98e0cfc
144~99999 600~999  * CN JP 5bffaec57ad3af4fc98e0cfc
144~99999 600~999  * CN KR 5bffaec57ad3af4fc98e0cfc
144~99999 600~999  * CN US 5bffaec57ad3af4fc98e0cfc
144~99999 600~999  * CN  * 5bffaec57ad3af4fc98e0cfc
144~99999 600~999  * CN CN 5bffaec57ad3af4fc98e0cfc
144~99999 1~300  *  * JP 5bffaec57ad3af4fc98e0cfc
144~99999 1~300  *  * KR 5bffaec57ad3af4fc98e0cfc
144~99999 1~300  *  * US 5bffaec57ad3af4fc98e0cfc
144~99999 1~300  *  *  * 5bffaec57ad3af4fc98e0cfc
144~99999 1~300  *  * CN 5bffaec57ad3af4fc98e0cfc
144~99999 300~600  *  * JP 5bffaec57ad3af4fc98e0cfc
144~99999 300~600  *  * KR 5bffaec57ad3af4fc98e0cfc
144~99999 300~600  *  * US 5bffaec57ad3af4fc98e0cfc
144~99999 300~600  *  *  * 5bffaec57ad3af4fc98e0cfc
144~99999 300~600  *  * CN 5bffaec57ad3af4fc98e0cfc
144~99999 600~999  *  * JP 5bffaec57ad3af4fc98e0cfc
144~99999 600~999  *  * KR 5bffaec57ad3af4fc98e0cfc
144~99999 600~999  *  * US 5bffaec57ad3af4fc98e0cfc
144~99999 600~999  *  *  * 5bffaec57ad3af4fc98e0cfc
144~99999 600~999  *  * CN 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雨 CN JP 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雨 CN KR 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雨 CN US 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雨 CN  * 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雨 CN CN 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雨 CN JP 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雨 CN KR 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雨 CN US 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雨 CN  * 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雨 CN CN 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雨 CN JP 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雨 CN KR 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雨 CN US 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雨 CN  * 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雨 CN CN 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雨  * JP 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雨  * KR 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雨  * US 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雨  *  * 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雨  * CN 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雨  * JP 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雨  * KR 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雨  * US 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雨  *  * 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雨  * CN 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雨  * JP 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雨  * KR 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雨  * US 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雨  *  * 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雨  * CN 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雪 CN JP 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雪 CN KR 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雪 CN US 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雪 CN  * 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雪 CN JP 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雪 CN KR 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雪 CN US 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雪 CN  * 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雪 CN CN 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雪 CN JP 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雪 CN KR 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雪 CN US 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雪 CN  * 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雪 CN CN 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雪  * JP 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雪  * KR 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雪  * US 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雪  *  * 5bffaec57ad3af4fc98e0cfc
144~99999 1~300 雪  * CN 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雪  * JP 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雪  * KR 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雪  * US 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雪  *  * 5bffaec57ad3af4fc98e0cfc
144~99999 300~600 雪  * CN 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雪  * JP 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雪  * KR 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雪  * US 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雪  *  * 5bffaec57ad3af4fc98e0cfc
144~99999 600~999 雪  * CN 5bffaec57ad3af4fc98e0cfc
