id beforeDepartHour duringMinutes arrWeather depCountryCode arrCountryCode classify
377 6~144 1~300 * CN US 5bffaec57ad3af4fc98e0cfc
378 6~144 1~300 * CN * 5bffaec57ad3af4fc98e0cfc
379 6~144 1~300 * CN CN 5bffaec57ad3af4fc98e0cfc
380 6~144 300~600 * CN JP 5bffaec57ad3af4fc98e0cfc
381 6~144 300~600 * CN KR 5bffaec57ad3af4fc98e0cfc
382 6~144 300~600 * CN US 5bffaec57ad3af4fc98e0cfc
383 6~144 300~600 * CN * 5bffaec57ad3af4fc98e0cfc
384 6~144 300~600 * CN CN 5bffaec57ad3af4fc98e0cfc
385 6~144 600~999 * CN JP 5bffaec57ad3af4fc98e0cfc
386 6~144 600~999 * CN KR 5bffaec57ad3af4fc98e0cfc
387 6~144 600~999 * CN US 5bffaec57ad3af4fc98e0cfc
388 6~144 600~999 * CN * 5bffaec57ad3af4fc98e0cfc
389 6~144 600~999 * CN CN 5bffaec57ad3af4fc98e0cfc
390 144~99999 1~300 * CN JP 5bffaec57ad3af4fc98e0cfc
391 144~99999 1~300 * CN KR 5bffaec57ad3af4fc98e0cfc
392 144~99999 1~300 * CN US 5bffaec57ad3af4fc98e0cfc
393 144~99999 1~300 * CN * 5bffaec57ad3af4fc98e0cfc
394 144~99999 1~300 * CN CN 5bffaec57ad3af4fc98e0cfc
395 144~99999 300~600 * CN JP 5bffaec57ad3af4fc98e0cfc
396 144~99999 300~600 * CN KR 5bffaec57ad3af4fc98e0cfc
397 144~99999 300~600 * CN US 5bffaec57ad3af4fc98e0cfc
398 144~99999 300~600 * CN * 5bffaec57ad3af4fc98e0cfc
399 144~99999 300~600 * CN CN 5bffaec57ad3af4fc98e0cfc
400 144~99999 600~999 * CN JP 5bffaec57ad3af4fc98e0cfc
401 144~99999 600~999 * CN KR 5bffaec57ad3af4fc98e0cfc
402 144~99999 600~999 * CN US 5bffaec57ad3af4fc98e0cfc
403 144~99999 600~999 * CN * 5bffaec57ad3af4fc98e0cfc
404 144~99999 600~999 * CN CN 5bffaec57ad3af4fc98e0cfc
405 2~6 1~300 雨 CN JP 5bffaec57ad3af4fc98e0cfc
406 2~6 1~300 雨 CN KR 5bffaec57ad3af4fc98e0cfc
407 2~6 1~300 雨 CN US 5bffaec57ad3af4fc98e0cfc
408 2~6 1~300 雨 CN * 5bffaec57ad3af4fc98e0cfc
409 2~6 1~300 雨 CN CN 5bffaec57ad3af4fc98e0cfc
410 2~6 300~600 雨 CN JP 5bffaec57ad3af4fc98e0cfc
411 2~6 300~600 雨 CN KR 5bffaec57ad3af4fc98e0cfc
412 2~6 300~600 雨 CN US 5bffaec57ad3af4fc98e0cfc
413 2~6 300~600 雨 CN * 5bffaec57ad3af4fc98e0cfc
414 2~6 300~600 雨 CN CN 5bffaec57ad3af4fc98e0cfc
415 2~6 600~999 雨 CN JP 5bffaec57ad3af4fc98e0cfc
416 2~6 600~999 雨 CN KR 5bffaec57ad3af4fc98e0cfc
417 2~6 600~999 雨 CN US 5bffaec57ad3af4fc98e0cfc
418 2~6 600~999 雨 CN * 5bffaec57ad3af4fc98e0cfc
419 2~6 600~999 雨 CN CN 5bffaec57ad3af4fc98e0cfc
420 6~144 1~300 雨 CN JP 5bffaec57ad3af4fc98e0cfc
421 6~144 1~300 雨 CN KR 5bffaec57ad3af4fc98e0cfc
422 6~144 1~300 雨 CN US 5bffaec57ad3af4fc98e0cfc
423 6~144 1~300 雨 CN * 5bffaec57ad3af4fc98e0cfc
424 6~144 1~300 雨 CN CN 5bffaec57ad3af4fc98e0cfc
425 6~144 300~600 雨 CN JP 5bffaec57ad3af4fc98e0cfc
426 6~144 300~600 雨 CN KR 5bffaec57ad3af4fc98e0cfc
427 6~144 300~600 雨 CN US 5bffaec57ad3af4fc98e0cfc
428 6~144 300~600 雨 CN * 5bffaec57ad3af4fc98e0cfc
429 6~144 300~600 雨 CN CN 5bffaec57ad3af4fc98e0cfc
430 6~144 600~999 雨 CN JP 5bffaec57ad3af4fc98e0cfc
431 6~144 600~999 雨 CN KR 5bffaec57ad3af4fc98e0cfc
432 6~144 600~999 雨 CN US 5bffaec57ad3af4fc98e0cfc
433 6~144 600~999 雨 CN * 5bffaec57ad3af4fc98e0cfc
434 6~144 600~999 雨 CN CN 5bffaec57ad3af4fc98e0cfc
435 144~99999 1~300 雨 CN JP 5bffaec57ad3af4fc98e0cfc
436 144~99999 1~300 雨 CN KR 5bffaec57ad3af4fc98e0cfc
437 144~99999 1~300 雨 CN US 5bffaec57ad3af4fc98e0cfc
438 144~99999 1~300 雨 CN * 5bffaec57ad3af4fc98e0cfc
439 144~99999 1~300 雨 CN CN 5bffaec57ad3af4fc98e0cfc
440 144~99999 300~600 雨 CN JP 5bffaec57ad3af4fc98e0cfc
441 144~99999 300~600 雨 CN KR 5bffaec57ad3af4fc98e0cfc
442 144~99999 300~600 雨 CN US 5bffaec57ad3af4fc98e0cfc
443 144~99999 300~600 雨 CN * 5bffaec57ad3af4fc98e0cfc
444 144~99999 300~600 雨 CN CN 5bffaec57ad3af4fc98e0cfc
445 144~99999 600~999 雨 CN JP 5bffaec57ad3af4fc98e0cfc
446 144~99999 600~999 雨 CN KR 5bffaec57ad3af4fc98e0cfc
447 144~99999 600~999 雨 CN US 5bffaec57ad3af4fc98e0cfc
448 144~99999 600~999 雨 CN * 5bffaec57ad3af4fc98e0cfc
449 144~99999 600~999 雨 CN CN 5bffaec57ad3af4fc98e0cfc
450 2~6 1~300 雪 CN JP 5bffaec57ad3af4fc98e0cfc
451 2~6 1~300 雪 CN KR 5bffaec57ad3af4fc98e0cfc
452 2~6 1~300 雪 CN US 5bffaec57ad3af4fc98e0cfc
453 2~6 1~300 雪 CN * 5bffaec57ad3af4fc98e0cfc
454 2~6 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cfc
455 2~6 300~600 雪 CN JP 5bffaec57ad3af4fc98e0cfc
456 2~6 300~600 雪 CN KR 5bffaec57ad3af4fc98e0cfc
457 2~6 300~600 雪 CN US 5bffaec57ad3af4fc98e0cfc
458 2~6 300~600 雪 CN * 5bffaec57ad3af4fc98e0cfc
459 2~6 300~600 雪 CN CN 5bffaec57ad3af4fc98e0cfc
460 2~6 600~999 雪 CN JP 5bffaec57ad3af4fc98e0cfc
461 2~6 600~999 雪 CN KR 5bffaec57ad3af4fc98e0cfc
462 2~6 600~999 雪 CN US 5bffaec57ad3af4fc98e0cfc
463 2~6 600~999 雪 CN * 5bffaec57ad3af4fc98e0cfc
464 2~6 600~999 雪 CN CN 5bffaec57ad3af4fc98e0cfc
465 6~144 1~300 雪 CN JP 5bffaec57ad3af4fc98e0cfc
466 6~144 1~300 雪 CN KR 5bffaec57ad3af4fc98e0cfc
467 6~144 1~300 雪 CN US 5bffaec57ad3af4fc98e0cfc
468 6~144 1~300 雪 CN * 5bffaec57ad3af4fc98e0cfc
469 6~144 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cfc
470 6~144 300~600 雪 CN JP 5bffaec57ad3af4fc98e0cfc
471 6~144 300~600 雪 CN KR 5bffaec57ad3af4fc98e0cfc
472 6~144 300~600 雪 CN US 5bffaec57ad3af4fc98e0cfc
473 6~144 300~600 雪 CN * 5bffaec57ad3af4fc98e0cfc
474 6~144 300~600 雪 CN CN 5bffaec57ad3af4fc98e0cfc
475 6~144 600~999 雪 CN JP 5bffaec57ad3af4fc98e0cfc
476 6~144 600~999 雪 CN KR 5bffaec57ad3af4fc98e0cfc
477 6~144 600~999 雪 CN US 5bffaec57ad3af4fc98e0cfc
478 6~144 600~999 雪 CN * 5bffaec57ad3af4fc98e0cfc
479 6~144 600~999 雪 CN CN 5bffaec57ad3af4fc98e0cfc
480 144~99999 1~300 雪 CN JP 5bffaec57ad3af4fc98e0cfc
481 144~99999 1~300 雪 CN KR 5bffaec57ad3af4fc98e0cfc
482 144~99999 1~300 雪 CN US 5bffaec57ad3af4fc98e0cfc
483 144~99999 1~300 雪 CN * 5bffaec57ad3af4fc98e0cfc
484 144~99999 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cfc
485 144~99999 300~600 雪 CN JP 5bffaec57ad3af4fc98e0cfc
486 144~99999 300~600 雪 CN KR 5bffaec57ad3af4fc98e0cfc
487 144~99999 300~600 雪 CN US 5bffaec57ad3af4fc98e0cfc
488 144~99999 300~600 雪 CN * 5bffaec57ad3af4fc98e0cfc
489 144~99999 300~600 雪 CN CN 5bffaec57ad3af4fc98e0cfc
490 144~99999 600~999 雪 CN JP 5bffaec57ad3af4fc98e0cfc
491 144~99999 600~999 雪 CN KR 5bffaec57ad3af4fc98e0cfc
492 144~99999 600~999 雪 CN US 5bffaec57ad3af4fc98e0cfc
493 144~99999 600~999 雪 CN * 5bffaec57ad3af4fc98e0cfc
494 144~99999 600~999 雪 CN CN 5bffaec57ad3af4fc98e0cfc
495 2~6 1~300 * * JP 5bffaec57ad3af4fc98e0cfc
496 2~6 1~300 * * KR 5bffaec57ad3af4fc98e0cfc
497 2~6 1~300 * * US 5bffaec57ad3af4fc98e0cfc
498 2~6 1~300 * * * 5bffaec57ad3af4fc98e0cfc
499 2~6 1~300 * * CN 5bffaec57ad3af4fc98e0cfc
500 2~6 300~600 * * JP 5bffaec57ad3af4fc98e0cfc
501 2~6 300~600 * * KR 5bffaec57ad3af4fc98e0cfc
502 2~6 300~600 * * US 5bffaec57ad3af4fc98e0cfc
503 2~6 300~600 * * * 5bffaec57ad3af4fc98e0cfc
504 2~6 300~600 * * CN 5bffaec57ad3af4fc98e0cfc
505 2~6 600~999 * * JP 5bffaec57ad3af4fc98e0cfc
506 2~6 600~999 * * KR 5bffaec57ad3af4fc98e0cfc
507 2~6 600~999 * * US 5bffaec57ad3af4fc98e0cfc
508 2~6 600~999 * * * 5bffaec57ad3af4fc98e0cfc
509 2~6 600~999 * * CN 5bffaec57ad3af4fc98e0cfc
510 6~144 1~300 * * JP 5bffaec57ad3af4fc98e0cfc
511 6~144 1~300 * * KR 5bffaec57ad3af4fc98e0cfc
512 6~144 1~300 * * US 5bffaec57ad3af4fc98e0cfc
513 6~144 1~300 * * * 5bffaec57ad3af4fc98e0cfc
514 6~144 1~300 * * CN 5bffaec57ad3af4fc98e0cfc
515 6~144 300~600 * * JP 5bffaec57ad3af4fc98e0cfc
516 6~144 300~600 * * KR 5bffaec57ad3af4fc98e0cfc
517 6~144 300~600 * * US 5bffaec57ad3af4fc98e0cfc
518 6~144 300~600 * * * 5bffaec57ad3af4fc98e0cfc
519 6~144 300~600 * * CN 5bffaec57ad3af4fc98e0cfc
520 6~144 600~999 * * JP 5bffaec57ad3af4fc98e0cfc
521 6~144 600~999 * * KR 5bffaec57ad3af4fc98e0cfc
522 6~144 600~999 * * US 5bffaec57ad3af4fc98e0cfc
523 6~144 600~999 * * * 5bffaec57ad3af4fc98e0cfc
524 6~144 600~999 * * CN 5bffaec57ad3af4fc98e0cfc
525 144~99999 1~300 * * JP 5bffaec57ad3af4fc98e0cfc
526 144~99999 1~300 * * KR 5bffaec57ad3af4fc98e0cfc
527 144~99999 1~300 * * US 5bffaec57ad3af4fc98e0cfc
528 144~99999 1~300 * * * 5bffaec57ad3af4fc98e0cfc
529 144~99999 1~300 * * CN 5bffaec57ad3af4fc98e0cfc
530 144~99999 300~600 * * JP 5bffaec57ad3af4fc98e0cfc
531 144~99999 300~600 * * KR 5bffaec57ad3af4fc98e0cfc
532 144~99999 300~600 * * US 5bffaec57ad3af4fc98e0cfc
533 144~99999 300~600 * * * 5bffaec57ad3af4fc98e0cfc
534 144~99999 300~600 * * CN 5bffaec57ad3af4fc98e0cfc
535 144~99999 600~999 * * JP 5bffaec57ad3af4fc98e0cfc
536 144~99999 600~999 * * KR 5bffaec57ad3af4fc98e0cfc
537 144~99999 600~999 * * US 5bffaec57ad3af4fc98e0cfc
538 144~99999 600~999 * * * 5bffaec57ad3af4fc98e0cfc
539 144~99999 600~999 * * CN 5bffaec57ad3af4fc98e0cfc
540 2~6 1~300 雨 * JP 5bffaec57ad3af4fc98e0cfc
541 2~6 1~300 雨 * KR 5bffaec57ad3af4fc98e0cfc
542 2~6 1~300 雨 * US 5bffaec57ad3af4fc98e0cfc
543 2~6 1~300 雨 * * 5bffaec57ad3af4fc98e0cfc
544 2~6 1~300 雨 * CN 5bffaec57ad3af4fc98e0cfc
545 2~6 300~600 雨 * JP 5bffaec57ad3af4fc98e0cfc
546 2~6 300~600 雨 * KR 5bffaec57ad3af4fc98e0cfc
547 2~6 300~600 雨 * US 5bffaec57ad3af4fc98e0cfc
548 2~6 300~600 雨 * * 5bffaec57ad3af4fc98e0cfc
549 2~6 300~600 雨 * CN 5bffaec57ad3af4fc98e0cfc
550 2~6 600~999 雨 * JP 5bffaec57ad3af4fc98e0cfc
551 2~6 600~999 雨 * KR 5bffaec57ad3af4fc98e0cfc
552 2~6 600~999 雨 * US 5bffaec57ad3af4fc98e0cfc
553 2~6 600~999 雨 * * 5bffaec57ad3af4fc98e0cfc
554 2~6 600~999 雨 * CN 5bffaec57ad3af4fc98e0cfc
555 6~144 1~300 雨 * JP 5bffaec57ad3af4fc98e0cfc
556 6~144 1~300 雨 * KR 5bffaec57ad3af4fc98e0cfc
557 6~144 1~300 雨 * US 5bffaec57ad3af4fc98e0cfc
558 6~144 1~300 雨 * * 5bffaec57ad3af4fc98e0cfc
559 6~144 1~300 雨 * CN 5bffaec57ad3af4fc98e0cfc
560 6~144 300~600 雨 * JP 5bffaec57ad3af4fc98e0cfc
561 6~144 300~600 雨 * KR 5bffaec57ad3af4fc98e0cfc
562 6~144 300~600 雨 * US 5bffaec57ad3af4fc98e0cfc
563 6~144 300~600 雨 * * 5bffaec57ad3af4fc98e0cfc
564 6~144 300~600 雨 * CN 5bffaec57ad3af4fc98e0cfc
565 6~144 600~999 雨 * JP 5bffaec57ad3af4fc98e0cfc
566 6~144 600~999 雨 * KR 5bffaec57ad3af4fc98e0cfc
567 6~144 600~999 雨 * US 5bffaec57ad3af4fc98e0cfc
568 6~144 600~999 雨 * * 5bffaec57ad3af4fc98e0cfc
569 6~144 600~999 雨 * CN 5bffaec57ad3af4fc98e0cfc
570 144~99999 1~300 雨 * JP 5bffaec57ad3af4fc98e0cfc
571 144~99999 1~300 雨 * KR 5bffaec57ad3af4fc98e0cfc
572 144~99999 1~300 雨 * US 5bffaec57ad3af4fc98e0cfc
573 144~99999 1~300 雨 * * 5bffaec57ad3af4fc98e0cfc
574 144~99999 1~300 雨 * CN 5bffaec57ad3af4fc98e0cfc
575 144~99999 300~600 雨 * JP 5bffaec57ad3af4fc98e0cfc
576 144~99999 300~600 雨 * KR 5bffaec57ad3af4fc98e0cfc
577 144~99999 300~600 雨 * US 5bffaec57ad3af4fc98e0cfc
578 144~99999 300~600 雨 * * 5bffaec57ad3af4fc98e0cfc
579 144~99999 300~600 雨 * CN 5bffaec57ad3af4fc98e0cfc
580 144~99999 600~999 雨 * JP 5bffaec57ad3af4fc98e0cfc
581 144~99999 600~999 雨 * KR 5bffaec57ad3af4fc98e0cfc
582 144~99999 600~999 雨 * US 5bffaec57ad3af4fc98e0cfc
583 144~99999 600~999 雨 * * 5bffaec57ad3af4fc98e0cfc
584 144~99999 600~999 雨 * CN 5bffaec57ad3af4fc98e0cfc
585 2~6 1~300 雪 * JP 5bffaec57ad3af4fc98e0cfc
586 2~6 1~300 雪 * KR 5bffaec57ad3af4fc98e0cfc
587 2~6 1~300 雪 * US 5bffaec57ad3af4fc98e0cfc
588 2~6 1~300 雪 * * 5bffaec57ad3af4fc98e0cfc
589 2~6 1~300 雪 * CN 5bffaec57ad3af4fc98e0cfc
590 2~6 300~600 雪 * JP 5bffaec57ad3af4fc98e0cfc
591 2~6 300~600 雪 * KR 5bffaec57ad3af4fc98e0cfc
592 2~6 300~600 雪 * US 5bffaec57ad3af4fc98e0cfc
593 2~6 300~600 雪 * * 5bffaec57ad3af4fc98e0cfc
594 2~6 300~600 雪 * CN 5bffaec57ad3af4fc98e0cfc
595 2~6 600~999 雪 * JP 5bffaec57ad3af4fc98e0cfc
596 2~6 600~999 雪 * KR 5bffaec57ad3af4fc98e0cfc
597 2~6 600~999 雪 * US 5bffaec57ad3af4fc98e0cfc
598 2~6 600~999 雪 * * 5bffaec57ad3af4fc98e0cfc
599 2~6 600~999 雪 * CN 5bffaec57ad3af4fc98e0cfc
600 6~144 1~300 雪 * JP 5bffaec57ad3af4fc98e0cfc
601 6~144 1~300 雪 * KR 5bffaec57ad3af4fc98e0cfc
602 6~144 1~300 雪 * US 5bffaec57ad3af4fc98e0cfc
603 6~144 1~300 雪 * * 5bffaec57ad3af4fc98e0cfc
604 6~144 1~300 雪 * CN 5bffaec57ad3af4fc98e0cfc
605 6~144 300~600 雪 * JP 5bffaec57ad3af4fc98e0cfc
606 6~144 300~600 雪 * KR 5bffaec57ad3af4fc98e0cfc
607 6~144 300~600 雪 * US 5bffaec57ad3af4fc98e0cfc
608 6~144 300~600 雪 * * 5bffaec57ad3af4fc98e0cfc
609 6~144 300~600 雪 * CN 5bffaec57ad3af4fc98e0cfc
610 6~144 600~999 雪 * JP 5bffaec57ad3af4fc98e0cfc
611 6~144 600~999 雪 * KR 5bffaec57ad3af4fc98e0cfc
612 6~144 600~999 雪 * US 5bffaec57ad3af4fc98e0cfc
613 6~144 600~999 雪 * * 5bffaec57ad3af4fc98e0cfc
614 6~144 600~999 雪 * CN 5bffaec57ad3af4fc98e0cfc
615 144~99999 1~300 雪 * JP 5bffaec57ad3af4fc98e0cfc
616 144~99999 1~300 雪 * KR 5bffaec57ad3af4fc98e0cfc
617 144~99999 1~300 雪 * US 5bffaec57ad3af4fc98e0cfc
618 144~99999 1~300 雪 * * 5bffaec57ad3af4fc98e0cfc
619 144~99999 1~300 雪 * CN 5bffaec57ad3af4fc98e0cfc
620 144~99999 300~600 雪 * JP 5bffaec57ad3af4fc98e0cfc
621 144~99999 300~600 雪 * KR 5bffaec57ad3af4fc98e0cfc
622 144~99999 300~600 雪 * US 5bffaec57ad3af4fc98e0cfc
623 144~99999 300~600 雪 * * 5bffaec57ad3af4fc98e0cfc
624 144~99999 300~600 雪 * CN 5bffaec57ad3af4fc98e0cfc
625 144~99999 600~999 雪 * JP 5bffaec57ad3af4fc98e0cfc
626 144~99999 600~999 雪 * KR 5bffaec57ad3af4fc98e0cfc
627 144~99999 600~999 雪 * US 5bffaec57ad3af4fc98e0cfc
628 144~99999 600~999 雪 * * 5bffaec57ad3af4fc98e0cfc
629 144~99999 600~999 雪 * CN 5bffaec57ad3af4fc98e0cfc
