ID flightNo intDepDate time dayInterval holiday tid price rate
1529 CZ323 20160214 21 9 weekend 0 1910 high
1530 CZ324 20160214 13 9 weekend 0 1910 high
1531 CZ323 20160212 21 7 holiday 3 1270 high
1532 CZ324 20160212 13 7 holiday 3 1910 high
1533 CZ323 20160213 21 8 holiday 3 1910 high
1534 CZ324 20160213 13 8 holiday 3 1910 high
1535 CZ323 20160214 21 9 weekend 3 1910 high
1536 CZ324 20160214 13 9 weekend 3 1910 high
1537 CZ323 20160212 21 6 holiday 2 1270 high
1538 CZ324 20160212 13 6 holiday 2 1910 high
1539 CZ323 20160213 21 7 holiday 2 1910 high
1540 CZ324 20160213 13 7 holiday 2 1910 high
1541 CZ323 20160214 21 8 weekend 2 1910 high
1542 CZ324 20160214 13 8 weekend 2 1910 high
1543 CZ323 20160215 21 9 weekday 2 1910 high
1544 CZ324 20160215 13 9 weekday 2 1910 high
1545 CZ324 20160215 13 7 weekday 0 1910 high
1546 CZ323 20160216 21 8 weekday 0 1630 high
1547 CZ324 20160216 13 8 weekday 0 1530 high
1548 CZ323 20160217 21 9 weekday 0 1450 high
1549 CZ324 20160217 13 9 weekday 0 1530 high
1550 CZ323 20160208 21 0 weekday 3 1450 high
1551 CZ323 20160209 21 1 weekday 3 1450 high
1552 CZ324 20160209 13 1 weekday 3 1910 high
1553 CZ323 20160210 21 2 weekday 3 1450 high
1554 CZ324 20160210 13 2 weekday 3 1910 high
1555 CZ323 20160211 21 3 weekday 3 1450 high
1556 CZ324 20160211 13 3 weekday 3 1530 high
1557 CZ323 20160212 21 4 holiday 3 1270 high
1558 CZ324 20160212 13 4 holiday 3 1910 high
1559 CZ323 20160213 21 5 holiday 3 1910 high
1560 CZ324 20160213 13 5 holiday 3 1910 high
1561 CZ323 20160214 21 6 weekend 3 1910 high
1562 CZ324 20160214 13 6 weekend 3 1910 high
1563 CZ323 20160215 21 7 weekday 3 1530 high
1564 CZ324 20160215 13 7 weekday 3 1910 high
1565 CZ323 20160216 21 8 weekday 3 1630 high
1566 CZ324 20160216 13 8 weekday 3 1530 high
1567 CZ324 20160211 13 1 weekday 0 1530 high
1568 CZ323 20160212 21 2 holiday 0 1450 high
1569 CZ324 20160212 13 2 holiday 0 1910 high
1570 CZ323 20160213 21 3 holiday 0 1910 high
1571 CZ324 20160213 13 3 holiday 0 1910 high
1572 CZ323 20160214 21 4 weekend 0 1910 high
1573 CZ324 20160214 13 4 weekend 0 1910 high
1574 CZ323 20160215 21 5 weekday 0 1530 high
1575 CZ324 20160215 13 5 weekday 0 1910 high
1576 CZ323 20160216 21 6 weekday 0 1630 high
1577 CZ324 20160216 13 6 weekday 0 1530 high
1578 CZ323 20160217 21 7 weekday 0 1430 high
1579 CZ324 20160217 13 7 weekday 0 1530 high
1580 CZ323 20160218 21 8 weekday 0 1270 high
1581 CZ324 20160218 13 8 weekday 0 1430 high
1582 CZ323 20160219 21 9 weekend 0 1270 high
1583 CZ324 20160219 13 9 weekend 0 1340 high
1584 CZ323 20160211 21 0 weekday 2 1450 high
1585 CZ324 20160211 13 0 weekday 2 1530 high
1586 CZ323 20160212 21 1 holiday 2 1450 high
1587 CZ324 20160212 13 1 holiday 2 1910 high
1588 CZ323 20160213 21 2 holiday 2 1530 high
1589 CZ324 20160213 13 2 holiday 2 1910 high
1590 CZ323 20160214 21 3 weekend 2 1910 high
1591 CZ324 20160214 13 3 weekend 2 1910 high
1592 CZ323 20160215 21 4 weekday 2 1530 high
1593 CZ324 20160215 13 4 weekday 2 1910 high
1594 CZ323 20160216 21 5 weekday 2 1630 high
1595 CZ324 20160216 13 5 weekday 2 1530 high
1596 CZ323 20160217 21 6 weekday 2 1450 high
1597 CZ324 20160217 13 6 weekday 2 1530 high
1598 CZ323 20160218 21 7 weekday 2 1270 high
1599 CZ324 20160218 13 7 weekday 2 1430 high
1600 CZ323 20160219 21 8 weekend 2 1270 high
1601 CZ324 20160219 13 8 weekend 2 1340 high
1602 CZ323 20160212 21 0 holiday 2 1450 high
1603 CZ324 20160212 13 0 holiday 2 1910 high
1604 CZ323 20160213 21 1 holiday 2 1530 high
1605 CZ324 20160213 13 1 holiday 2 4390 high
1606 CZ323 20160214 21 2 weekend 2 1910 high
1607 CZ324 20160214 13 2 weekend 2 1910 high
1608 CZ323 20160215 21 3 weekday 2 1720 high
1609 CZ324 20160215 13 3 weekday 2 1910 high
1610 CZ323 20160216 21 4 weekday 2 1630 high
1611 CZ324 20160216 13 4 weekday 2 1720 high
1612 CZ323 20160217 21 5 weekday 2 1360 high
1613 CZ323 20160213 21 0 holiday 0 1910 high
1614 CZ324 20160213 13 0 holiday 0 4390 high
1615 CZ323 20160214 21 1 weekend 0 1910 high
1616 CZ324 20160214 13 1 weekend 0 1910 high
1617 CZ323 20160215 21 2 weekday 0 1720 high
1618 CZ324 20160215 13 2 weekday 0 1910 high
1619 CZ323 20160216 21 3 weekday 0 1630 high
1620 CZ324 20160216 13 3 weekday 0 1720 high
1621 CZ324 20160221 13 8 weekend 1 1340 high
1622 CZ323 20160222 21 9 weekday 1 1090 low
1623 CZ324 20160222 13 9 weekday 1 1150 low
1624 CZ323 20160213 21 0 holiday 2 1530 high
1625 CZ323 20160214 21 1 weekend 2 1910 high
1626 CZ324 20160214 13 1 weekend 2 1910 high
1627 CZ323 20160215 21 2 weekday 2 1720 high
1628 CZ324 20160215 13 2 weekday 2 1910 high
1629 CZ323 20160216 21 3 weekday 2 1630 high
1630 CZ324 20160216 13 3 weekday 2 1720 high
1631 CZ323 20160217 21 4 weekday 2 1360 high
1632 CZ324 20160217 13 4 weekday 2 1720 high
1633 CZ323 20160218 21 5 weekday 2 1270 high
1634 CZ324 20160218 13 5 weekday 2 1430 high
1635 CZ323 20160219 21 6 weekend 2 1270 high
1636 CZ324 20160219 13 6 weekend 2 1340 high
1637 CZ323 20160220 21 7 weekend 2 1090 low
1638 CZ324 20160220 13 7 weekend 2 1430 high
1639 CZ323 20160221 21 8 weekend 2 1270 high
1640 CZ324 20160221 13 8 weekend 2 1340 high
1641 CZ323 20160222 21 9 weekday 2 1150 low
1642 CZ324 20160222 13 9 weekday 2 1150 low
1643 CZ323 20160214 21 0 weekend 0 1910 high
1644 CZ324 20160214 13 0 weekend 0 1910 high
1645 CZ323 20160215 21 1 weekday 0 1720 high
1646 CZ324 20160215 13 1 weekday 0 1910 high
1647 CZ323 20160216 21 2 weekday 0 1630 high
1648 CZ324 20160216 13 2 weekday 0 1720 high
1649 CZ323 20160217 21 3 weekday 0 1270 high
1650 CZ324 20160217 13 3 weekday 0 1720 high
1651 CZ323 20160218 21 4 weekday 0 1270 high
1652 CZ324 20160218 13 4 weekday 0 1430 high
1653 CZ323 20160219 21 5 weekend 0 1270 high
1654 CZ324 20160219 13 5 weekend 0 1340 high
1655 CZ323 20160220 21 6 weekend 0 1090 low
1656 CZ324 20160220 13 6 weekend 0 1430 high
1657 CZ323 20160221 21 7 weekend 0 1270 high
1658 CZ324 20160221 13 7 weekend 0 1340 high
1659 CZ323 20160222 21 8 weekday 0 1270 high
1660 CZ324 20160222 13 8 weekday 0 1150 low
1661 CZ323 20160223 21 9 weekday 0 910 low
1662 CZ324 20160223 13 9 weekday 0 1150 low
1663 CZ323 20160223 21 9 weekday 1 910 low
1664 CZ324 20160223 13 9 weekday 1 1150 low
1665 CZ323 20160214 21 0 weekend 2 4390 high
1666 CZ324 20160214 13 0 weekend 2 2670 high
1667 CZ323 20160215 21 1 weekday 2 1720 high
1668 CZ324 20160215 13 1 weekday 2 1910 high
1669 CZ323 20160216 21 2 weekday 2 1630 high
1670 CZ324 20160216 13 2 weekday 2 1720 high
1671 CZ323 20160217 21 3 weekday 2 1630 high
1672 CZ324 20160217 13 3 weekday 2 1530 high
1673 CZ323 20160218 21 4 weekday 2 1270 high
1674 CZ324 20160218 13 4 weekday 2 1340 high
1675 CZ323 20160219 21 5 weekend 2 1270 high
1676 CZ324 20160219 13 5 weekend 2 1340 high
1677 CZ323 20160220 21 6 weekend 2 1270 high
1678 CZ324 20160220 13 6 weekend 2 1430 high
1679 CZ323 20160221 21 7 weekend 2 1270 high
1680 CZ324 20160221 13 7 weekend 2 1340 high
1681 CZ323 20160222 21 8 weekday 2 1270 high
1682 CZ324 20160222 13 8 weekday 2 1150 low
1683 CZ323 20160223 21 9 weekday 2 910 low
1684 CZ324 20160223 13 9 weekday 2 1150 low
1685 CZ324 20160216 13 2 weekday 3 1720 high
1686 CZ323 20160217 21 3 weekday 3 1630 high
1687 CZ324 20160217 13 3 weekday 3 1530 high
1688 CZ323 20160218 21 4 weekday 3 1270 high
1689 CZ324 20160218 13 4 weekday 3 1340 high
1690 CZ323 20160219 21 5 weekend 3 1270 high
1691 CZ324 20160219 13 5 weekend 3 1340 high
1692 CZ323 20160220 21 6 weekend 3 1270 high
1693 CZ324 20160220 13 6 weekend 3 1430 high
1694 CZ323 20160221 21 7 weekend 3 1270 high
1695 CZ324 20160221 13 7 weekend 3 1340 high
1696 CZ323 20160222 21 8 weekday 3 1270 high
1697 CZ324 20160222 13 8 weekday 3 1150 low
1698 CZ323 20160223 21 9 weekday 3 1450 high
1699 CZ324 20160223 13 9 weekday 3 1150 low
1700 CZ323 20160215 21 0 weekday 0 1720 high
1701 CZ324 20160224 13 9 weekday 0 1150 low
1702 CZ323 20160215 21 0 weekday 1 1720 high
1703 CZ324 20160215 13 0 weekday 1 1910 high
1704 CZ323 20160216 21 1 weekday 1 1630 high
1705 CZ324 20160216 13 1 weekday 1 1720 high
1706 CZ323 20160217 21 2 weekday 1 1630 high
1707 CZ324 20160217 13 2 weekday 1 1530 high
1708 CZ323 20160218 21 3 weekday 1 1270 high
1709 CZ324 20160218 13 3 weekday 1 1340 high
1710 CZ323 20160219 21 4 weekend 1 1270 high
1711 CZ324 20160219 13 4 weekend 1 1340 high
1712 CZ323 20160220 21 5 weekend 1 1270 high
1713 CZ324 20160220 13 5 weekend 1 1430 high
1714 CZ323 20160221 21 6 weekend 1 1270 high
1715 CZ324 20160221 13 6 weekend 1 1340 high
1716 CZ323 20160222 21 7 weekday 1 1270 high
1717 CZ324 20160222 13 7 weekday 1 1150 low
1718 CZ323 20160223 21 8 weekday 1 1450 high
1719 CZ324 20160223 13 8 weekday 1 1150 low
1720 CZ323 20160224 21 9 weekday 1 1090 low
1721 CZ324 20160224 13 9 weekday 1 1150 low
1722 CZ323 20160215 21 0 weekday 2 1720 high
1723 CZ324 20160215 13 0 weekday 2 1910 high
1724 CZ323 20160216 21 1 weekday 2 1630 high
1725 CZ324 20160216 13 1 weekday 2 1720 high
1726 CZ323 20160217 21 2 weekday 2 1630 high
1727 CZ324 20160217 13 2 weekday 2 1530 high
1728 CZ323 20160218 21 3 weekday 2 1630 high
1729 CZ324 20160218 13 3 weekday 2 1340 high
1730 CZ323 20160219 21 4 weekend 2 1270 high
1731 CZ324 20160219 13 4 weekend 2 1340 high
1732 CZ323 20160220 21 5 weekend 2 1270 high
1733 CZ324 20160220 13 5 weekend 2 1430 high
1734 CZ323 20160221 21 6 weekend 2 1270 high
1735 CZ324 20160221 13 6 weekend 2 1340 high
1736 CZ323 20160222 21 7 weekday 2 1270 high
1737 CZ324 20160222 13 7 weekday 2 1150 low
1738 CZ323 20160223 21 8 weekday 2 1450 high
1739 CZ324 20160223 13 8 weekday 2 1150 low
1740 CZ323 20160224 21 9 weekday 2 1450 high
1741 CZ324 20160224 13 9 weekday 2 1150 low
1742 CZ324 20160220 13 5 weekend 3 1430 high
1743 CZ323 20160221 21 6 weekend 3 1270 high
1744 CZ324 20160221 13 6 weekend 3 1340 high
1745 CZ323 20160222 21 7 weekday 3 1270 high
1746 CZ324 20160222 13 7 weekday 3 1150 low
1747 CZ323 20160223 21 8 weekday 3 1450 high
1748 CZ324 20160223 13 8 weekday 3 1150 low
1749 CZ323 20160224 21 9 weekday 3 1450 high
1750 CZ324 20160224 13 9 weekday 3 1150 low
1751 CZ323 20160220 21 4 weekend 1 1270 high
1752 CZ324 20160220 13 4 weekend 1 1430 high
1753 CZ323 20160221 21 5 weekend 1 1270 high
1754 CZ324 20160221 13 5 weekend 1 1340 high
1755 CZ323 20160222 21 6 weekday 1 1270 high
1756 CZ324 20160222 13 6 weekday 1 1150 low
1757 CZ323 20160223 21 7 weekday 1 1450 high
1758 CZ324 20160223 13 7 weekday 1 1150 low
1759 CZ323 20160224 21 8 weekday 1 1450 high
1760 CZ324 20160224 13 8 weekday 1 1150 low
1761 CZ323 20160225 21 9 weekday 1 1090 low
1762 CZ324 20160225 13 9 weekday 1 1150 low
1763 CZ323 20141231 21 80 weekday 3 870 low
1764 CZ324 20141231 13 80 weekday 3 1000 low
1765 CZ323 20150103 21 83 holiday 3 1330 high
1766 CZ323 20150106 21 86 weekday 3 1190 low
1767 CZ324 20141231 13 79 weekday 0 1000 low
1768 CZ323 20141231 21 79 weekday 0 870 low
1769 CZ323 20150103 21 82 holiday 0 1330 high
1770 CZ323 20150106 21 85 weekday 0 1190 low
1771 CZ324 20141231 13 79 weekday 1 1000 low
1772 CZ323 20141231 21 79 weekday 1 870 low
1773 CZ323 20150103 21 82 holiday 1 1330 high
1774 CZ323 20150106 21 85 weekday 1 1190 low
1775 CZ324 20141231 13 79 weekday 2 900 low
1776 CZ323 20141231 21 79 weekday 2 870 low
1777 CZ324 20141231 13 79 weekday 3 900 low
1778 CZ323 20141231 21 79 weekday 3 870 low
1779 CZ324 20141231 13 78 weekday 0 900 low
1780 CZ323 20141231 21 78 weekday 0 870 low
1781 CZ324 20141231 13 78 weekday 1 900 low
1782 CZ323 20141231 21 78 weekday 1 870 low
1783 CZ323 20151230 21 0 weekday 0 1810 high
1784 CZ324 20151230 13 0 weekday 0 1720 high
1785 CZ323 20151231 21 1 weekday 0 1910 high
1786 CZ323 20160108 21 9 weekend 1 1270 high
1787 CZ324 20160108 13 9 weekend 1 1150 low
1788 CZ323 20160102 21 2 holiday 2 1450 high
1789 CZ324 20160102 13 2 holiday 2 1530 high
1790 CZ323 20160103 21 3 holiday 2 1450 high
1791 CZ324 20160103 13 3 holiday 2 1910 high
1792 CZ323 20160106 21 5 weekday 1 1450 high
1793 CZ324 20160106 13 5 weekday 1 960 low
1794 CZ323 20160109 21 7 weekend 0 1450 high
1795 CZ324 20160109 13 7 weekend 0 960 low
1796 CZ323 20160109 21 7 weekend 3 1450 high
1797 CZ324 20160109 13 7 weekend 3 960 low
1798 CZ323 20160111 21 8 weekday 2 1090 low
1799 CZ324 20160111 13 8 weekday 2 1150 low
1800 CZ323 20160112 21 9 weekday 2 1450 high
1801 CZ323 20160108 21 4 weekend 1 1450 high
1802 CZ324 20160108 13 4 weekend 1 960 low
1803 CZ323 20160109 21 5 weekend 1 1450 high
1804 CZ323 20160107 21 2 weekday 0 1810 high
1805 CZ324 20160107 13 2 weekday 0 1530 high
1806 CZ323 20160108 21 3 weekend 0 1450 high
1807 CZ324 20160108 13 3 weekend 0 1530 high
1808 CZ323 20160114 21 7 weekday 3 1530 high
1809 CZ324 20160114 13 7 weekday 3 1530 high
1810 CZ323 20160113 21 5 weekday 2 1530 high
1811 CZ324 20160113 13 5 weekday 2 1720 high
1812 CZ323 20160114 21 6 weekday 2 1530 high
1813 CZ323 20160118 21 9 weekday 1 1150 low
1814 CZ324 20160118 13 9 weekday 1 1150 low
1815 CZ323 20160109 21 0 weekend 2 1810 high
1816 CZ324 20160109 13 0 weekend 2 1530 high
1817 CZ323 20160110 21 1 weekend 2 1810 high
1818 CZ324 20160110 13 1 weekend 2 1910 high
1819 CZ323 20160111 21 2 weekday 2 1810 high
1820 CZ324 20160111 13 2 weekday 2 1910 high
1821 CZ323 20160112 21 2 weekday 1 1810 high
1822 CZ324 20160112 13 2 weekday 1 1720 high
1823 CZ323 20160113 21 3 weekday 1 1530 high
1824 CZ324 20160113 13 3 weekday 1 1910 high
1825 CZ323 20160114 21 4 weekday 1 1530 high
1826 CZ324 20160114 13 4 weekday 1 1530 high
1827 CZ323 20160115 21 5 weekend 1 1910 high
1828 CZ324 20160115 13 5 weekend 1 1430 high
1829 CZ324 20160116 13 6 weekend 3 1430 high
1830 CZ323 20160117 21 7 weekend 3 1530 high
1831 CZ324 20160117 13 7 weekend 3 1150 low
1832 CZ323 20160118 21 8 weekday 3 1150 low
1833 CZ324 20160118 13 8 weekday 3 1150 low
1834 CZ323 20160119 21 9 weekday 3 1340 high
1835 CZ324 20160119 13 9 weekday 3 1150 low
1836 CZ323 20160114 21 1 weekday 1 1910 high
1837 CZ324 20160114 13 1 weekday 1 1910 high
1838 CZ323 20160115 21 2 weekend 1 1910 high
1839 CZ324 20160115 13 2 weekend 1 1910 high
1840 CZ323 20160116 21 3 weekend 1 1530 high
1841 CZ324 20160116 13 3 weekend 1 1910 high
1842 CZ323 20160117 21 4 weekend 1 1530 high
1843 CZ324 20160117 13 4 weekend 1 1910 high
1844 CZ323 20160117 21 0 weekend 1 1910 high
1845 CZ324 20160117 13 0 weekend 1 1910 high
1846 CZ323 20160118 21 1 weekday 1 1910 high
1847 CZ324 20160118 13 1 weekday 1 1720 high
1848 CZ323 20160119 21 2 weekday 1 1910 high
1849 CZ324 20160119 13 2 weekday 1 1720 high
1850 CZ323 20160121 21 3 weekday 0 1530 high
1851 CZ324 20160121 13 3 weekday 0 1910 high
1852 CZ323 20160122 21 4 weekend 0 1910 high
1853 CZ324 20160122 13 4 weekend 0 1910 high
1854 CZ323 20160123 21 5 weekend 0 1530 high
1855 CZ324 20160123 13 5 weekend 0 1910 high
1856 CZ323 20160124 21 6 weekend 0 1910 high
1857 CZ324 20160124 13 6 weekend 0 1910 high
1858 CZ323 20160125 21 4 weekday 3 1530 high
1859 CZ324 20160125 13 4 weekday 3 1910 high
1860 CZ324 20160125 13 4 weekday 3 1910 high
1861 CZ323 20160130 21 7 weekend 1 1910 high
1862 CZ323 20160130 21 7 weekend 1 1910 high
1863 CZ324 20160130 13 7 weekend 1 1910 high
1864 CZ324 20160130 13 7 weekend 1 1910 high
1865 CZ323 20160131 21 8 weekend 1 1910 high
1866 CZ324 20160131 13 8 weekend 1 1910 high
1867 CZ323 20160131 21 8 weekend 1 1910 high
1868 CZ324 20160131 13 8 weekend 1 1910 high
1869 CZ323 20160202 21 9 weekday 0 1430 high
1870 CZ324 20160202 13 9 weekday 0 1430 high
1871 CZ324 20160202 13 9 weekday 0 1430 high
1872 CZ323 20160127 21 2 weekday 0 1910 high
1873 CZ323 20160127 21 2 weekday 0 1910 high
1874 CZ324 20160127 13 2 weekday 0 1910 high
1875 CZ324 20160127 13 2 weekday 0 1910 high
1876 CZ323 20160128 21 3 weekday 0 1910 high
1877 CZ323 20160128 21 3 weekday 0 1910 high
1878 CZ324 20160128 13 3 weekday 0 1910 high
1879 CZ324 20160128 13 3 weekday 0 1910 high
1880 CZ323 20160129 21 4 weekend 0 1910 high
1881 CZ323 20160129 21 4 weekend 0 1910 high
1882 CZ324 20160129 13 4 weekend 0 1910 high
1883 CZ324 20160129 13 4 weekend 0 1910 high
1884 CZ323 20160130 21 5 weekend 0 1910 high
1885 CZ323 20160130 21 5 weekend 0 1910 high
1886 CZ324 20160130 13 5 weekend 0 1910 high
1887 CZ324 20160130 13 5 weekend 0 1910 high
1888 CZ323 20160125 21 0 weekday 3 1910 high
1889 CZ323 20160125 21 0 weekday 3 1910 high
1890 CZ324 20160125 13 0 weekday 3 1910 high
1891 CZ324 20160125 13 0 weekday 3 1910 high
1892 CZ323 20160126 21 1 weekday 3 1910 high
1893 CZ323 20160126 21 1 weekday 3 1910 high
1894 CZ324 20160126 13 1 weekday 3 1910 high
1895 CZ324 20160126 13 1 weekday 3 1910 high
1896 CZ323 20160127 21 2 weekday 3 1910 high
1897 CZ323 20160127 21 2 weekday 3 1910 high
1898 CZ324 20160127 13 2 weekday 3 1910 high
1899 CZ324 20160127 13 2 weekday 3 1910 high
1900 CZ323 20160128 21 3 weekday 3 1910 high
1901 CZ323 20160128 21 3 weekday 3 1910 high
1902 CZ324 20160128 13 3 weekday 3 1910 high
1903 CZ324 20160128 13 3 weekday 3 1910 high
1904 CZ323 20160129 21 4 weekend 3 1910 high
1905 CZ323 20160129 21 4 weekend 3 1910 high
1906 CZ324 20160129 13 4 weekend 3 1910 high
1907 CZ324 20160129 13 4 weekend 3 1910 high
1908 CZ323 20160130 21 5 weekend 3 1910 high
1909 CZ323 20160126 21 0 weekday 2 5350 high
1910 CZ323 20160126 21 0 weekday 2 5350 high
1911 CZ324 20160126 13 0 weekday 2 1910 high
1912 CZ324 20160126 13 0 weekday 2 1910 high
1913 CZ323 20160127 21 1 weekday 2 1910 high
1914 CZ323 20160127 21 1 weekday 2 1910 high
1915 CZ324 20160127 13 1 weekday 2 1910 high
1916 CZ324 20160127 13 1 weekday 2 1910 high
1917 CZ323 20160128 21 2 weekday 2 1910 high
1918 CZ323 20160128 21 2 weekday 2 1910 high
1919 CZ324 20160128 13 2 weekday 2 1910 high
1920 CZ324 20160128 13 2 weekday 2 1910 high
1921 CZ323 20160129 21 3 weekend 2 1910 high
1922 CZ323 20160129 21 3 weekend 2 1910 high
1923 CZ324 20160129 13 3 weekend 2 1910 high
1924 CZ324 20160129 13 3 weekend 2 1910 high
1925 CZ323 20160130 21 4 weekend 2 1910 high
1926 CZ323 20160130 21 4 weekend 2 1910 high
1927 CZ324 20160130 13 4 weekend 2 1910 high
1928 CZ324 20160130 13 4 weekend 2 1910 high
1929 CZ323 20160131 21 5 weekend 2 1910 high
1930 CZ324 20160131 13 5 weekend 2 1910 high
1931 CZ323 20160131 21 5 weekend 2 1910 high
1932 CZ324 20160131 13 5 weekend 2 1910 high
1933 CZ323 20160201 21 6 weekday 2 1530 high
1934 CZ323 20160201 21 6 weekday 2 1530 high
1935 CZ324 20160201 13 6 weekday 2 1530 high
1936 CZ324 20160201 13 6 weekday 2 1530 high
1937 CZ323 20160202 21 7 weekday 2 1530 high
1938 CZ323 20160202 21 7 weekday 2 1530 high
1939 CZ324 20160202 13 7 weekday 2 1430 high
1940 CZ324 20160202 13 7 weekday 2 1430 high
1941 CZ323 20160203 21 8 weekday 2 1530 high
1942 CZ323 20160203 21 8 weekday 2 1530 high
1943 CZ324 20160203 13 8 weekday 2 1530 high
1944 CZ324 20160203 13 8 weekday 2 1530 high
1945 CZ323 20160204 21 9 weekday 2 1910 high
1946 CZ323 20160204 21 9 weekday 2 1910 high
1947 CZ324 20160131 13 5 weekend 3 1910 high
1948 CZ323 20160201 21 6 weekday 3 1530 high
1949 CZ324 20160201 13 6 weekday 3 1530 high
1950 CZ323 20160202 21 7 weekday 3 1530 high
1951 CZ324 20160202 13 7 weekday 3 1430 high
1952 CZ323 20160203 21 8 weekday 3 1530 high
1953 CZ324 20160203 13 8 weekday 3 1530 high
1954 CZ323 20160204 21 9 weekday 3 1910 high
1955 CZ324 20160204 13 9 weekday 3 1910 high
1956 CZ323 20160127 21 0 weekday 1 1910 high
1957 CZ323 20160127 21 0 weekday 1 1910 high
1958 CZ324 20160127 13 0 weekday 1 5350 high
1959 CZ324 20160127 13 0 weekday 1 5350 high
1960 CZ323 20160128 21 1 weekday 1 1910 high
1961 CZ323 20160128 21 1 weekday 1 1910 high
1962 CZ324 20160128 13 1 weekday 1 1910 high
1963 CZ324 20160128 13 1 weekday 1 1910 high
1964 CZ323 20160129 21 2 weekend 1 1910 high
1965 CZ323 20160129 21 2 weekend 1 1910 high
1966 CZ324 20160129 13 2 weekend 1 1910 high
1967 CZ324 20160129 13 2 weekend 1 1910 high
1968 CZ323 20160130 21 3 weekend 1 1910 high
1969 CZ323 20160130 21 3 weekend 1 1910 high
1970 CZ324 20160130 13 3 weekend 1 1910 high
1971 CZ324 20160130 13 3 weekend 1 1910 high
1972 CZ323 20160131 21 4 weekend 1 1910 high
1973 CZ323 20160131 21 4 weekend 1 1910 high
1974 CZ324 20160131 13 4 weekend 1 1910 high
1975 CZ324 20160131 13 4 weekend 1 1910 high
1976 CZ324 20160129 13 2 weekend 2 1910 high
1977 CZ323 20160130 21 3 weekend 2 1910 high
1978 CZ323 20160130 21 3 weekend 2 1910 high
1979 CZ324 20160130 13 3 weekend 2 1910 high
1980 CZ324 20160130 13 3 weekend 2 1910 high
1981 CZ323 20160131 21 4 weekend 2 1910 high
1982 CZ323 20160131 21 4 weekend 2 1910 high
1983 CZ324 20160131 13 4 weekend 2 1910 high
1984 CZ324 20160131 13 4 weekend 2 1910 high
1985 CZ323 20160201 21 5 weekday 2 1530 high
1986 CZ323 20160201 21 5 weekday 2 1530 high
1987 CZ324 20160201 13 5 weekday 2 1530 high
1988 CZ324 20160201 13 5 weekday 2 1530 high
1989 CZ323 20160202 21 6 weekday 2 1530 high
1990 CZ323 20160202 21 6 weekday 2 1530 high
1991 CZ324 20160202 13 6 weekday 2 1430 high
1992 CZ324 20160202 13 6 weekday 2 1430 high
1993 CZ323 20160203 21 7 weekday 2 1530 high
1994 CZ323 20160203 21 7 weekday 2 1530 high
1995 CZ324 20160203 13 7 weekday 2 1530 high
1996 CZ324 20160203 13 7 weekday 2 1530 high
1997 CZ323 20160204 21 8 weekday 2 1910 high
1998 CZ323 20160204 21 8 weekday 2 1910 high
1999 CZ324 20160204 13 8 weekday 2 1910 high
2000 CZ324 20160204 13 8 weekday 2 1910 high
2001 CZ323 20160205 21 9 weekend 2 1530 high
2002 CZ323 20160205 21 9 weekend 2 1530 high
2003 CZ324 20160205 13 9 weekend 2 1430 high
2004 CZ324 20160205 13 9 weekend 2 1430 high
2005 CZ323 20160128 21 0 weekday 0 1910 high
2006 CZ323 20160129 21 1 weekend 0 1910 high
2007 CZ324 20160129 13 1 weekend 0 1910 high
2008 CZ323 20160130 21 2 weekend 0 1910 high
2009 CZ324 20160130 13 2 weekend 0 1910 high
2010 CZ323 20160131 21 3 weekend 0 1910 high
2011 CZ324 20160131 13 3 weekend 0 1910 high
2012 CZ323 20160201 21 4 weekday 0 1530 high
2013 CZ324 20160201 13 4 weekday 0 1530 high
2014 CZ323 20160202 21 5 weekday 0 1530 high
2015 CZ324 20160202 13 5 weekday 0 1430 high
2016 CZ323 20160203 21 6 weekday 0 1530 high
2017 CZ324 20160203 13 6 weekday 0 1530 high
2018 CZ323 20160204 21 7 weekday 0 1910 high
2019 CZ324 20160204 13 7 weekday 0 1910 high
2020 CZ323 20160205 21 8 weekend 0 1530 high
2021 CZ324 20160205 13 8 weekend 0 1430 high
2022 CZ323 20160206 21 9 weekend 0 1530 high
2023 CZ324 20160206 13 9 weekend 0 1530 high
2024 CZ324 20160206 13 9 weekend 1 1530 high
2025 CZ323 20160128 21 0 weekday 2 1910 high
2026 CZ323 20160128 21 0 weekday 2 1910 high
2027 CZ323 20160129 21 1 weekend 2 1910 high
2028 CZ323 20160129 21 1 weekend 2 1910 high
2029 CZ324 20160129 13 1 weekend 2 1910 high
2030 CZ324 20160129 13 1 weekend 2 1910 high
2031 CZ323 20160130 21 2 weekend 2 1910 high
2032 CZ323 20160130 21 2 weekend 2 1910 high
2033 CZ324 20160130 13 2 weekend 2 1910 high
2034 CZ324 20160130 13 2 weekend 2 1910 high
2035 CZ323 20160131 21 3 weekend 2 1910 high
2036 CZ323 20160131 21 3 weekend 2 1910 high
2037 CZ324 20160131 13 3 weekend 2 1910 high
2038 CZ324 20160131 13 3 weekend 2 1910 high
2039 CZ323 20160201 21 4 weekday 2 1530 high
2040 CZ323 20160201 21 4 weekday 2 1530 high
2041 CZ324 20160201 13 4 weekday 2 1530 high
2042 CZ324 20160201 13 4 weekday 2 1530 high
2043 CZ323 20160202 21 5 weekday 2 1530 high
2044 CZ323 20160202 21 5 weekday 2 1530 high
2045 CZ324 20160202 13 5 weekday 2 1430 high
2046 CZ324 20160202 13 5 weekday 2 1430 high
